response.id,shape,scale,convergence,error,p10year,p50year,p90year,x10prob,x20prob,x40prob,x50prob
R_00LGZ47U9h14rsZ,6.24059380969408,4.88243696476802,0,0.0021934368686918,16.252177001911,28.8581941110075,46.7695020013102,0.013683449102771,0.19914805720509,0.800374021486424,0.930090877003553
R_00zDm2ZIXme2YA9,6.29590432617843,3.26879153247111,0,0.0276024721800924,11.0142913460413,19.5012577974193,31.5403716340379,0.0698460952561854,0.524811567795401,0.977236196124727,0.996872138140205
R_06Sl3muAYfY9ClX,1.32253809792011,180.793517078363,0,0.006052560086235,39.4855654049937,182.266263906982,513.858512915611,0.0178156457762374,0.0431910643022951,0.101566692872697,0.132337862977704
R_0AjlSnnFNb7xdap,4.63946556764096,4.79428850287596,0,0.0350365622890377,10.4536232585006,20.6668766230471,36.0745725784318,0.0875216962950844,0.47282014433272,0.939192599354293,0.984592141848402
R_0CiTVGMFlAvHsC5,1.16256861158872,22.3696837462534,0,0.0144688858268603,3.54580375589191,19.0439224505488,57.6953306123141,0.287819391543108,0.518802441896934,0.788768485073487,0.861367358829402
R_0Dv5NvF8yH4XgE9,4.79461051191158,2.22644695222637,0,0.0053151732966196,5.09503562117213,9.9426757484136,17.2034932278053,0.504882024600488,0.953441529326577,0.999936058044033,0.999998403947856
R_0HYX7EdoxENFptf,3.69498978301279,3.03537235666635,0,0.0175793900075905,4.68383414848478,10.2217271389341,19.0383832013089,0.483870597663852,0.918581455274807,0.999414036726517,0.999961990336212
R_0ILp9hPKupdANDX,3.30717956701231,20.2882603638399,0,0.0015858137643552,26.2422736181305,60.4688650236008,116.570785601099,0.007412507082619,0.0509129348160896,0.249874117873664,0.373955466731357
R_0IN8ZZ2Yj7JVIkh,3.69498978301279,3.03537235666635,0,0.0175793900075905,4.68383414848478,10.2217271389341,19.0383832013089,0.483870597663852,0.918581455274807,0.999414036726517,0.999961990336212
R_0IpPnNKGueGXozv,1.27167064553492,110.031694008867,0,0.0086725333039312,21.854496297487,105.430565316668,303.626401081564,0.0392551295861185,0.0901610791636763,0.197365852748652,0.249828211280679
R_0J4ZZLyG4JjouWJ,1.59337070442368,31.0718977151565,0,0.0046687615122825,10.3680929726923,39.6241447995216,101.663341916156,0.0950679223600071,0.237880330682767,0.50435836120711,0.609912378705437
R_0MUQsZswITxcgLf,4.54937799179347,4.73428466661847,0,0.0007888207744593,10.0277533294388,19.9821795110634,35.0648587820307,0.0991896516148006,0.500735651934848,0.947399160764198,0.98721964815719
R_0NTaoW5sIH8VWpP,3.69498978301279,3.03537235666635,0,0.0175793900075905,4.68383414848478,10.2217271389341,19.0383832013089,0.483870597663852,0.918581455274807,0.999414036726517,0.999961990336212
R_0NyxZ7eh4JqVOZX,1.52326407361038,130.053794051291,0,0.010464993344125,39.3236663261698,156.839441456741,411.26814548376,0.0141914460523067,0.0389653458899102,0.102321104196904,0.137474326483659
R_0PuTr2qYEXMyjM5,1.39773238375829,14945.3597368018,0,0.0001272934542936,3718.39500793917,16172.940123463,44287.8163633772,2.94565482809161e-05,7.75839441039312e-05,0.000204264323607,0.0002789185835964
R_0U7RU3s8r6eAmTn,2.49051956186106,13.5555715213288,0,0.0138434345393753,10.8407732155778,29.3652787854456,62.4182280249602,0.0852911419015638,0.294806512316583,0.686282657688016,0.807551945788176
R_0UkJb3lzDf6YFNv,4.6891459187515,2.29332755064983,0,0.0057256732632664,5.07954018398371,9.99972616307527,17.4049560248316,0.500022961339531,0.949925262035273,0.99991684879216,0.999997688836956
R_0jR5KdOcfIZZjRT,6.29590432617843,32.6879153247111,0,0.0276024721800923,110.142913460413,195.012577974193,315.403716340379,3.51747969478584e-07,2.12686291129652e-05,0.000994130522973,0.0031321255672248
R_0pUy5RPGwKOyw2R,1.49601321491945,13.6781245814207,0,0.0349572814530935,3.97286789106397,16.1272114882329,42.6676822394354,0.310382961837784,0.597956048812267,0.881426281068708,0.937753729737736
R_0qScttt59zIlsvn,0.978000033633187,67.3075204942835,0,0.045982649601335,6.65317829179289,45.22176728157,152.404464488409,0.145420013595835,0.266890739515477,0.458921686529968,0.534811177778859
R_0rfmBxGm3Gh2iE9,1.03290592324692,8.35254497221119,0,0.0034422721390912,0.964047067733309,6.05592129933325,19.7073330000054,0.685189797370606,0.903408138923667,0.991026390134137,0.997272580929843
R_0rk1mIAsITiFoFX,0.494392166313231,20.2051930167183,0,0.0373791352381812,0.15089627294834,4.49896177226402,27.0895173863896,0.683869095026226,0.842782966760562,0.954163214408573,0.974356202282563
R_0uZby2sfnFWP65b,5.85976882910578,3.7333261971512,0,0.049390321097324,11.3846481863438,20.6453634161527,33.9605701963804,0.0628557262909599,0.470236693195559,0.960321051222688,0.992790348165728
R_0xgMjh6HmiRS2NX,0.802956149732371,65.5457375228113,0,0.0301097454002925,3.51567133274653,33.0450742404219,127.860741995698,0.22171252670959,0.362511224519545,0.558816786319052,0.630192117209747
R_10ATSQJXTaithaK,9.71816904653255,7.66171553879453,1,0.0003408291051651,45.9537495206425,71.9201041477038,106.235526922143,2.18496346572487e-06,0.0005756054665895,0.0501310229352058,0.14599445682585
R_10DCAIO2gFD2jjX,3.69498978301279,30.3537235666635,0,0.0175793900075905,46.8383414848478,102.217271389341,190.383832013089,0.0008337888013587,0.0083739327553058,0.0659326193160871,0.117935349432501
R_10MhywR9O53eS6T,2.22437031958896,5.46180103507803,0,0.022817428253768,3.55585155946946,10.384964874251,23.0497558887294,0.479039191087416,0.847650621376194,0.992073446804475,0.998380453814684
R_10OSGNr2Xz2Qorz,0.723234636173884,63.2027399565285,0,0.0228144067430476,2.36014422944491,27.1192997076031,113.861130906092,0.270356386106718,0.419038790909398,0.613729986942233,0.681446179786118
R_10Tmvq9hwfAitue,1.47733629298092,34.3520658816205,0,0.0034845843570133,9.70030504210578,39.869643509021,106.145240579171,0.104073227359615,0.245785329407413,0.501439567676873,0.602366546888447
R_10UxIGSPgPG9IAS,14.5151196914413,10.4631021285658,0,0.0177685866327897,103.547275611515,148.400077941861,204.673183448902,6.08740331333397e-13,5.8606176881976605e-09,2.34940181393356e-05,0.0002497601754247
R_10ZR7f7nsUZLYs2,4.95317698640481,1.12444591335214,0,0.0384348943696513,2.6982256437394,5.19958269096229,8.92012497247855,0.943574662360258,0.999906868267033,0.999999999975871,0.999999999999992
R_10qhQZn0SxR7iwP,2.89681184181309,19.4003061981939,0,0.0016549553516103,20.1606675508244,49.8813893121595,100.467136142119,0.0190392154825051,0.0982766261242304,0.364833094313589,0.50153695422466
R_114u8bji3iPBbli,0.663442159017745,99.6661535192106,0,0.0344845866766993,2.69739618118715,37.2336934431085,168.071699862352,0.231753119502949,0.353140337158064,0.519064929975216,0.580574009820138
R_117KorVIhgRcgpk,2.46291774093333,10.2617655455129,0,0.0479354738070407,8.04501336893121,21.9478813795973,46.8458598859139,0.150453575451735,0.446020541936588,0.837869298628743,0.920526749630797
R_11bZBj9bp7VfGwp,5.32418874190281,5.71681915215248,0,0.0476757747549979,15.2227143920106,28.554497395698,48.0893626638587,0.0220422254218554,0.224803265046486,0.788760697471603,0.917288013623218
